2022.3.1 10:59:12:616   leftController:(0.14, 1.01, 0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.13, 1.64, -0.25)  leftControllerVel:(0.12, 0.15, 0.06)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:792   leftController:(0.15, 0.97, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.20, -0.55, -0.47)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:804   leftController:(0.15, 0.97, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.16, -0.28, -0.29)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:814   leftController:(0.15, 0.97, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.11, -0.08, -0.19)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:826   leftController:(0.15, 0.97, -0.06)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.08, 0.02, -0.13)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:837   leftController:(0.15, 0.97, -0.06)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(-0.05, 0.13, -0.05)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:848   leftController:(0.15, 0.98, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.00, 0.21, 0.02)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:859   leftController:(0.15, 0.98, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.03, 0.25, 0.04)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:870   leftController:(0.15, 0.98, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.05, 0.29, 0.10)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:881   leftController:(0.15, 0.99, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.05, 0.30, 0.11)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:892   leftController:(0.15, 0.99, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.05, 0.28, 0.15)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:904   leftController:(0.15, 0.99, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.06, 0.26, 0.17)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:915   leftController:(0.15, 1.00, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.05, 0.23, 0.18)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:926   leftController:(0.15, 1.00, -0.05)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.05, 0.22, 0.20)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:937   leftController:(0.15, 1.00, -0.04)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.06, 0.20, 0.21)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:948   leftController:(0.15, 1.00, -0.04)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.06, 0.20, 0.21)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:960   leftController:(0.15, 1.00, -0.04)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.06, 0.20, 0.22)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:971   leftController:(0.15, 1.00, -0.04)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(0.06, 0.20, 0.22)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:981   leftController:(0.15, 1.01, -0.04)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.05, 0.20, 0.21)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:55:992   leftController:(0.15, 1.01, -0.03)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.05, 0.20, 0.20)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:04   leftController:(0.15, 1.01, -0.03)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.05, 0.20, 0.19)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:15   leftController:(0.15, 1.01, -0.03)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.05, 0.19, 0.17)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:26   leftController:(0.15, 1.01, -0.03)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.05, 0.18, 0.15)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:38   leftController:(0.16, 1.02, -0.03)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.05, 0.16, 0.12)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:48   leftController:(0.16, 1.02, -0.03)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.04, 0.15, 0.10)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:60   leftController:(0.16, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.03, 0.13, 0.08)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:72   leftController:(0.16, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.03, 0.11, 0.06)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:82   leftController:(0.16, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.02, 0.08, 0.04)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:93   leftController:(0.16, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.01, 0.07, 0.04)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:105   leftController:(0.16, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.01, 0.04, 0.03)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:115   leftController:(0.16, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.00, 0.02, 0.01)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:127   leftController:(0.16, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.00, -0.01, 0.00)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:138   leftController:(0.16, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.00, -0.02, -0.01)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:149   leftController:(0.16, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(0.00, -0.04, -0.02)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:160   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(-0.01, -0.06, -0.03)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:172   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(-0.01, -0.08, -0.03)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:183   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(-0.02, -0.08, -0.03)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:194   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.08, 1.54, -0.20)  leftControllerVel:(-0.02, -0.08, -0.03)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:205   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.03, -0.08, -0.02)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:216   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.04, -0.07, -0.01)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:232   leftController:(0.15, 1.02, -0.03)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.05, -0.04, 0.00)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:239   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.06, -0.02, 0.02)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:249   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.07, 0.05, 0.06)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:261   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.08, 0.09, 0.08)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:272   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.09, 0.18, 0.11)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:283   leftController:(0.15, 1.02, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.10, 0.27, 0.16)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:295   leftController:(0.15, 1.03, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.09, 0.35, 0.18)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:306   leftController:(0.15, 1.03, -0.02)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.10, 0.47, 0.22)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:317   leftController:(0.15, 1.04, -0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.09, 0.59, 0.26)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:328   leftController:(0.14, 1.05, -0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.09, 0.71, 0.29)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:339   leftController:(0.14, 1.06, 0.00)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.09, 0.83, 0.31)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:350   leftController:(0.14, 1.07, 0.00)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.09, 0.96, 0.33)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:361   leftController:(0.14, 1.08, 0.00)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.10, 1.11, 0.34)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:372   leftController:(0.14, 1.09, 0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.20)  leftControllerVel:(-0.11, 1.22, 0.34)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:384   leftController:(0.14, 1.11, 0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.21)  leftControllerVel:(-0.12, 1.39, 0.31)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:395   leftController:(0.14, 1.13, 0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.21)  leftControllerVel:(-0.13, 1.54, 0.25)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:406   leftController:(0.14, 1.15, 0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.21)  leftControllerVel:(-0.14, 1.62, 0.15)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:417   leftController:(0.13, 1.17, 0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.21)  leftControllerVel:(-0.13, 1.64, 0.09)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:429   leftController:(0.13, 1.18, 0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.21)  leftControllerVel:(-0.13, 1.61, 0.00)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:440   leftController:(0.13, 1.20, 0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.21)  leftControllerVel:(-0.16, 1.55, -0.09)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:450   leftController:(0.13, 1.22, 0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.21)  leftControllerVel:(-0.19, 1.50, -0.14)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:462   leftController:(0.13, 1.23, 0.01)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.21)  leftControllerVel:(-0.23, 1.36, -0.18)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:473   leftController:(0.12, 1.24, 0.00)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.21)  leftControllerVel:(-0.32, 1.16, -0.15)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
2022.3.1 11:00:56:484   leftController:(0.12, 1.25, 0.00)  rightController:(0.00, 0.00, 0.00)  leftTracker:(0.00, 0.00, 0.00)  rightTracker:(0.00, 0.00, 0.00)  headset:(-0.09, 1.54, -0.21)  leftControllerVel:(-0.40, 0.87, -0.07)  rightControllerVel:(0.00, 0.00, 0.00)  leftTrackerVel:(0.00, 0.00, 0.00)  rightTrackerVel:(0.00, 0.00, 0.00)
